date,type,region,name,lower,mean,upper
2026-03-04,성격,Chungbuk,모름,7.9,9.4,10.8
2026-03-05,성격,Chungbuk,정부지원,53.9,55.8,57.5
2026-03-05,성격,Chungbuk,정부견제,33.0,34.7,36.4
2026-03-05,성격,Chungbuk,모름,7.7,8.9,10.0
2026-03-24,성격,Chungbuk,정부지원,53.7,55.3,57.0
2026-03-24,성격,Chungbuk,정부견제,32.9,34.6,36.2
2026-03-24,성격,Chungbuk,모름,8.9,10.1,11.4
2026-04-11,성격,Chungbuk,정부지원,52.9,54.6,56.2
2026-04-11,성격,Chungbuk,정부견제,33.5,35.1,36.6
2026-04-11,성격,Chungbuk,모름,9.3,10.6,11.9
2026-04-22,성격,Chungbuk,정부지원,51.5,53.2,54.9
2026-04-22,성격,Chungbuk,정부견제,34.8,36.4,38.0
2026-04-22,성격,Chungbuk,모름,9.0,10.2,11.5
2026-05-20,성격,Chungbuk,정부지원,51.0,52.7,54.5
2026-05-20,성격,Chungbuk,정부견제,35.6,37.2,39.0
2026-05-20,성격,Chungbuk,모름,7.6,8.7,9.9
2026-05-21,성격,Chungbuk,정부지원,49.2,51.2,53.3
2026-05-21,성격,Chungbuk,정부견제,36.1,38.1,40.1
2026-05-21,성격,Chungbuk,모름,8.8,10.2,11.7
2026-05-24,성격,Chungbuk,정부지원,48.5,51.0,53.4
2026-05-24,성격,Chungbuk,정부견제,35.6,37.9,40.3
2026-05-24,성격,Chungbuk,모름,9.3,11.1,13.0
2026-05-01,다자,Jeonbuk,이원택,39.5,41.6,43.7
2026-05-01,다자,Jeonbuk,양정무,2.4,3.7,4.9
2026-05-01,다자,Jeonbuk,김관영,40.0,42.3,44.6
2026-05-01,다자,Jeonbuk,없음,10.6,12.5,14.3
2026-05-10,다자,Jeonbuk,이원택,39.5,41.3,43.1
2026-05-10,다자,Jeonbuk,양정무,3.1,4.1,5.1
2026-05-10,다자,Jeonbuk,백승재,1.4,2.0,2.8
2026-05-10,다자,Jeonbuk,김관영,41.3,43.3,45.2
2026-05-10,다자,Jeonbuk,없음,7.9,9.2,10.5
2026-05-17,다자,Jeonbuk,이원택,39.3,41.1,42.9
2026-05-17,다자,Jeonbuk,양정무,3.1,4.2,5.5
2026-05-17,다자,Jeonbuk,백승재,1.2,1.9,2.8
2026-05-17,다자,Jeonbuk,김관영,41.7,43.6,45.6
2026-05-17,다자,Jeonbuk,없음,7.7,9.1,10.5
2026-05-19,다자,Jeonbuk,이원택,38.8,40.5,42.1
2026-05-19,다자,Jeonbuk,양정무,2.3,3.4,4.5
2026-05-19,다자,Jeonbuk,백승재,0.7,1.6,2.4
2026-05-19,다자,Jeonbuk,김관영,41.9,43.8,45.8
2026-05-19,다자,Jeonbuk,없음,9.0,10.6,12.1
2026-05-22,다자,Jeonbuk,이원택,38.7,40.5,42.1
2026-05-22,다자,Jeonbuk,양정무,1.9,3.1,4.2
2026-05-22,다자,Jeonbuk,백승재,0.9,1.7,2.6
2026-05-22,다자,Jeonbuk,김관영,44.5,46.3,48.2
2026-05-22,다자,Jeonbuk,없음,7.0,8.4,9.9
2026-05-23,다자,Jeonbuk,이원택,38.3,40.0,41.7
2026-05-23,다자,Jeonbuk,양정무,2.4,3.5,4.7
2026-05-23,다자,Jeonbuk,백승재,0.6,1.6,2.4
2026-05-23,다자,Jeonbuk,김관영,45.6,47.3,49.1
2026-05-23,다자,Jeonbuk,없음,6.2,7.6,8.9
2026-05-24,다자,Jeonbuk,이원택,38.1,39.9,41.5
2026-05-24,다자,Jeonbuk,양정무,2.2,3.4,4.7
2026-05-24,다자,Jeonbuk,백승재,0.5,1.5,2.3
2026-05-24,다자,Jeonbuk,김관영,44.4,46.3,48.3
2026-05-24,다자,Jeonbuk,없음,7.4,8.9,10.5
2026-05-25,다자,Jeonbuk,이원택,38.1,39.9,41.6
2026-05-25,다자,Jeonbuk,양정무,0.9,2.1,3.4
2026-05-25,다자,Jeonbuk,백승재,0.4,1.4,2.2
2026-05-25,다자,Jeonbuk,김관영,44.2,46.2,48.2
2026-05-25,다자,Jeonbuk,없음,8.7,10.3,12.0
2026-05-26,다자,Jeonbuk,이원택,38.5,40.4,42.3
2026-05-26,다자,Jeonbuk,양정무,1.4,2.6,3.8
2026-05-26,다자,Jeonbuk,백승재,0.5,1.5,2.3
2026-05-26,다자,Jeonbuk,김관영,44.6,46.6,48.6
2026-05-26,다자,Jeonbuk,없음,7.4,8.9,10.5
2026-05-27,다자,Jeonbuk,이원택,39.1,41.3,43.7
2026-05-27,다자,Jeonbuk,양정무,0.9,2.2,3.4
2026-05-27,다자,Jeonbuk,백승재,0.2,1.3,2.2
2026-05-27,다자,Jeonbuk,김관영,42.0,44.3,46.6
2026-05-27,다자,Jeonbuk,없음,9.1,10.9,12.8
2026-03-04,다자,Jeju,위성곤,53.1,55.9,58.5
2026-03-04,다자,Jeju,문성유,14.1,16.5,18.9
2026-03-04,다자,Jeju,없음,25.3,27.6,29.9
2026-03-24,다자,Jeju,위성곤,49.6,52.0,54.2
2026-03-24,다자,Jeju,문성유,10.7,12.3,14.0
2026-03-24,다자,Jeju,양윤녕,0.3,1.0,1.8
2026-03-24,다자,Jeju,없음,32.6,34.7,36.8
2026-04-05,다자,Jeju,위성곤,50.8,52.9,54.9
2026-04-05,다자,Jeju,문성유,10.3,11.9,13.6
2026-04-05,다자,Jeju,양윤녕,0.0,0.5,1.4
2026-04-05,다자,Jeju,없음,32.7,34.7,36.7
2026-04-14,다자,Jeju,위성곤,53.0,55.0,57.1
2026-04-14,다자,Jeju,문성유,9.4,10.7,12.0
2026-04-14,다자,Jeju,양윤녕,0.4,1.1,1.7
2026-04-14,다자,Jeju,없음,31.2,33.2,35.1
2026-05-17,다자,Jeju,위성곤,54.3,56.3,58.4
2026-05-17,다자,Jeju,문성유,14.0,15.7,17.5
2026-05-17,다자,Jeju,양윤녕,0.3,1.3,2.3
2026-05-17,다자,Jeju,없음,24.8,26.6,28.5
2026-05-24,다자,Jeju,위성곤,56.2,58.3,60.5
2026-05-24,다자,Jeju,문성유,16.7,18.6,20.6
2026-05-24,다자,Jeju,양윤녕,0.9,2.0,3.2
2026-05-24,다자,Jeju,없음,19.1,21.0,22.8
2026-05-25,다자,Jeju,위성곤,56.3,58.8,61.1
2026-05-25,다자,Jeju,문성유,19.3,21.5,23.8
2026-05-25,다자,Jeju,양윤녕,1.3,2.6,3.9
2026-05-25,다자,Jeju,없음,15.2,17.0,18.9
2026-02-01,성격,Jeju,정부지원,61.8,64.0,65.9
2026-02-01,성격,Jeju,정부견제,23.3,25.3,27.3
2026-02-01,성격,Jeju,모름,9.7,11.2,12.8
2026-03-04,성격,Jeju,정부지원,62.5,64.3,66.0
2026-03-04,성격,Jeju,정부견제,23.1,24.8,26.5
2026-03-04,성격,Jeju,모름,9.5,10.8,12.2
2026-03-17,성격,Jeju,정부지원,63.2,64.9,66.5
2026-03-17,성격,Jeju,정부견제,21.9,23.4,24.9
2026-03-17,성격,Jeju,모름,10.1,11.5,12.9
2026-04-05,성격,Jeju,정부지원,63.9,65.6,67.3
2026-04-05,성격,Jeju,정부견제,21.3,22.9,24.5
2026-04-05,성격,Jeju,모름,9.6,10.8,12.1
2026-04-14,성격,Jeju,정부지원,63.8,65.6,67.4
2026-04-14,성격,Jeju,정부견제,21.9,23.6,25.2
2026-04-14,성격,Jeju,모름,8.8,10.0,11.2
2026-05-17,성격,Jeju,정부지원,62.7,64.7,66.6
2026-05-17,성격,Jeju,정부견제,23.4,25.4,27.5
2026-05-17,성격,Jeju,모름,7.7,9.3,10.8
